City_ID,City,Country,Lat,Long,Max temp,Humidity,Cloudness,Wind S,Current Description
348,Grosseto,IT,42.8333,11.25,73.09,35,0,11.5,clear sky
349,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,86,0,6.71,clear sky
350,Saiha,IN,22.4833,92.9667,66.34,98,68,2.8,broken clouds
351,Jacareacanga,BR,-6.2222,-57.7528,84.51,70,75,2.3,broken clouds
352,Norman Wells,CA,65.282,-126.8329,23.04,86,90,6.91,light snow
353,Usakos,NA,-22.0,15.6,91.87,13,85,14.5,overcast clouds
354,Bandarbeyla,SO,9.4942,50.8122,79.92,75,1,13.18,clear sky
355,Tucupita,VE,9.0622,-62.051,82.09,78,72,5.95,broken clouds
356,Kodinsk,RU,58.6881,99.1844,26.26,60,38,13.62,scattered clouds
357,Chase,CA,50.8165,-119.6857,43.39,91,69,3.69,broken clouds
358,Kloulklubed,PW,7.0419,134.2556,77.5,74,60,8.68,broken clouds
359,Semey,KZ,50.4111,80.2275,32.22,100,40,4.47,scattered clouds
360,Torbay,CA,47.6666,-52.7314,43.57,76,75,8.05,broken clouds
361,Provideniya,RU,64.3833,-173.3,14.27,79,100,9.75,overcast clouds
362,Tateyama,JP,34.9833,139.8667,60.03,84,100,3.65,overcast clouds
363,Vallenar,CL,-28.5708,-70.7581,77.27,31,0,6.04,clear sky
364,Sumbe,AO,-11.2061,13.8437,77.86,75,29,10.38,moderate rain
365,Kaputa,ZM,-8.4689,29.6619,79.75,53,86,6.49,overcast clouds
366,Kismayo,SO,-0.3582,42.5454,79.75,78,7,13.67,clear sky
367,Dali,CN,25.7,100.1833,56.05,83,8,4.92,clear sky
368,Nayagarh,IN,20.1333,85.1,73.89,83,37,3.56,scattered clouds
369,Ust-Kuyga,RU,70.0167,135.6,10.65,94,100,5.93,overcast clouds
370,Brigantine,US,39.4101,-74.3646,62.28,83,90,14.97,overcast clouds
371,Price,US,39.5994,-110.8107,38.46,65,75,4.61,broken clouds
372,Ocos,GT,14.5094,-92.1933,88.32,83,22,5.86,few clouds
373,Gornopravdinsk,RU,60.05,69.9,19.09,95,40,3.4,scattered clouds
374,Bambui,BR,-20.0064,-45.9769,80.6,58,81,8.63,broken clouds
375,Kiknur,RU,57.3034,47.2011,39.33,73,100,14.5,moderate rain
376,Salalah,OM,17.0151,54.0924,80.69,69,0,8.05,clear sky
377,Kingman,US,35.1894,-114.053,49.55,65,1,0.0,clear sky
378,Lethem,GY,3.3803,-59.7968,88.81,54,77,8.59,broken clouds
379,Sant Julia De Loria,AD,42.4625,1.4825,62.26,37,84,5.7,broken clouds
380,Fortuna,US,40.5982,-124.1573,59.36,74,90,1.01,overcast clouds
381,Nhamunda,BR,-2.1861,-56.7131,93.36,46,78,5.73,broken clouds
382,Sinjar,IQ,36.3209,41.8754,70.81,30,89,2.59,overcast clouds
383,Batemans Bay,AU,-35.7167,150.1833,62.1,91,77,5.48,broken clouds
384,Bhatkal,IN,13.9667,74.5667,79.83,69,6,7.47,clear sky
385,Alofi,NU,-19.0595,-169.9187,73.29,73,42,11.5,scattered clouds
386,Komsomolskiy,UZ,40.4272,71.7189,54.82,43,100,2.3,overcast clouds
387,Homer,US,59.6425,-151.5483,35.8,76,90,4.61,overcast clouds
388,Aginskoye,RU,51.1,114.53,37.06,57,29,5.73,scattered clouds
389,Chernyshevskiy,RU,63.0128,112.4714,27.03,72,93,18.59,overcast clouds
390,Palm Coast,US,29.585,-81.2078,74.05,64,76,1.01,broken clouds
391,Sierra Vista,US,31.5545,-110.3037,52.75,45,1,3.44,clear sky
392,Mayumba,GA,-3.432,10.6554,77.58,84,97,10.98,overcast clouds
393,Gillette,US,44.2911,-105.5022,39.24,76,1,5.01,clear sky
394,Veshenskaya,RU,49.6303,41.7334,41.25,34,0,8.41,clear sky
395,Tamandare,BR,-8.7597,-35.1047,83.91,61,24,10.49,few clouds
396,Nyurba,RU,63.2842,118.3319,28.06,95,100,11.92,snow
397,San Cristobal,VE,7.7669,-72.225,73.58,84,100,4.61,overcast clouds
398,Quatre Cocos,MU,-20.2078,57.7625,75.31,65,0,10.04,clear sky
399,Nadym,RU,65.5333,72.5167,12.69,89,28,9.82,scattered clouds
400,Uirauna,BR,-6.5183,-38.4122,93.72,25,45,9.84,scattered clouds
401,Wewak,PG,-3.5534,143.6268,82.04,77,100,5.77,light rain
402,Shenjiamen,CN,29.9576,122.298,65.03,65,13,9.51,few clouds
403,Naze,JP,28.3667,129.4833,66.72,65,0,11.18,clear sky
404,Guskhara,IN,23.5,87.75,77.65,72,0,5.41,clear sky
405,Aksha,RU,50.2814,113.2867,37.02,61,13,2.75,few clouds
406,Muravlenko,RU,63.7898,74.523,14.23,96,78,10.02,broken clouds
407,Trairi,BR,-3.2778,-39.2689,89.8,45,30,15.88,scattered clouds
408,Maraba,BR,-5.3686,-49.1178,80.78,100,75,3.44,broken clouds
409,Dunedin,NZ,-45.8742,170.5036,55.8,92,93,6.02,overcast clouds
410,Port-Gentil,GA,-0.7193,8.7815,82.36,74,40,14.97,scattered clouds
411,Vostok,RU,46.4856,135.8833,34.65,98,100,2.06,moderate rain
412,Stettler,CA,52.3168,-112.7186,39.04,100,96,10.36,overcast clouds
413,Yarada,IN,17.65,83.2667,84.52,79,40,5.75,mist
414,Melfort,CA,52.8667,-104.6177,41.76,93,0,4.61,clear sky
415,Tiznit,MA,29.5833,-9.5,71.89,49,0,11.18,clear sky
416,Belyy Yar,RU,53.6039,91.3903,35.49,48,0,4.47,clear sky
417,Boralday,KZ,43.3578,76.8594,48.06,61,75,4.47,smoke
418,Shingu,JP,33.7333,135.9833,57.9,84,3,5.97,clear sky
419,Catamarca,AR,-28.4696,-65.7852,93.58,17,57,7.0,broken clouds
420,Mendi,PG,-6.1761,143.6513,54.88,98,90,2.35,overcast clouds
421,Taoudenni,ML,22.6783,-3.9836,97.3,15,39,6.73,scattered clouds
422,Xiuyan,CN,40.2928,123.2744,46.15,64,0,3.13,clear sky
423,Bermejo,AR,-32.8833,-68.8,82.31,36,0,13.8,clear sky
424,Half Moon Bay,US,37.4636,-122.4286,58.91,92,1,0.0,clear sky
425,Tilichiki,RU,60.4667,166.1,-1.3,95,14,8.63,few clouds
426,Muhos,FI,64.808,25.9931,36.7,96,100,4.05,overcast clouds
427,Bulawayo,ZW,-20.15,28.5833,70.86,53,3,16.87,clear sky
428,Slave Lake,CA,55.2834,-114.769,26.58,100,90,0.0,mist
429,Marrakesh,MA,31.6315,-8.0083,77.07,44,20,4.61,few clouds
430,Uruacu,BR,-14.5247,-49.1408,91.99,39,34,5.19,scattered clouds
431,Dong Hoi,VN,17.4833,106.6,76.71,93,100,14.74,overcast clouds
432,Laurel,US,39.0993,-76.8483,64.09,73,1,4.0,clear sky
433,Awjilah,LY,29.1081,21.2869,81.81,34,56,8.77,broken clouds
434,Ambulu,ID,-8.345,113.6058,77.47,92,94,1.92,overcast clouds
435,Bonfim,BR,3.0833,-59.95,88.59,54,35,5.08,scattered clouds
436,Popondetta,PG,-8.7537,148.2534,74.23,87,15,3.09,few clouds
437,Wasilla,US,61.5814,-149.4394,29.75,84,90,3.44,overcast clouds
438,Gisborne,NZ,-38.6533,178.0042,62.94,80,100,5.35,overcast clouds
439,Margate,GB,51.3813,1.3862,63.03,72,100,4.0,overcast clouds
440,Tahoua,NE,14.8888,5.2692,100.51,10,0,10.78,clear sky
441,Dingle,PH,10.9995,122.6711,76.24,92,100,5.14,overcast clouds
442,Bac Lieu,VN,9.285,105.7244,77.05,86,100,6.38,overcast clouds
443,Itambe,BR,-15.245,-40.6244,80.1,57,84,6.96,broken clouds
444,Kruisfontein,ZA,-34.0033,24.7314,70.88,66,100,23.4,overcast clouds
445,Duzce,TR,40.8389,31.1639,54.07,69,5,2.91,clear sky
446,Atar,MR,20.5169,-13.0499,85.96,35,54,21.09,broken clouds
447,Tonj,SS,7.2737,28.6822,87.08,51,33,7.96,light rain
448,Mount Gambier,AU,-37.8333,140.7667,57.11,94,90,10.36,overcast clouds
449,Harbour Breton,CA,47.4833,-55.7983,48.99,66,100,15.86,overcast clouds
450,Mehran,IR,33.1222,46.1646,81.88,19,16,7.02,few clouds
451,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,43.56,97,100,7.38,overcast clouds
452,Vaxjo,SE,56.8777,14.8091,55.45,100,75,13.8,mist
453,Leninsk,RU,48.7119,45.1994,40.86,46,5,8.5,clear sky
454,Hirara,JP,24.8,125.2833,75.94,62,23,16.53,few clouds
455,Svay Rieng,KH,11.0879,105.7993,75.54,89,100,3.87,overcast clouds
456,Kangaatsiaq,GL,68.3065,-53.4641,17.44,65,100,7.4,overcast clouds
457,Bibiani,GH,6.4635,-2.3194,83.37,67,77,2.44,broken clouds
458,Lubu,CN,23.1742,112.2809,72.32,76,96,0.81,light rain
459,Darhan,MN,49.4867,105.9228,41.59,46,8,0.94,clear sky
460,Roald,NO,62.5833,6.1333,53.74,76,75,16.11,broken clouds
461,Chengde,CN,40.9725,117.9361,47.53,48,0,3.49,clear sky
462,Kidodi,TZ,-7.6036,37.0044,89.71,33,22,7.94,few clouds
463,Mataram,ID,-8.5833,116.1167,76.01,85,99,3.58,overcast clouds
464,Port Macquarie,AU,-31.4333,152.9167,71.49,88,90,5.75,overcast clouds
465,Vanimo,PG,-2.6741,141.3028,79.84,85,99,3.67,light rain
466,Atambua,ID,-9.1061,124.8925,77.68,80,100,2.53,overcast clouds
467,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,89,90,5.75,overcast clouds
468,Akle,PH,15.0482,121.0733,81.05,87,77,3.06,broken clouds
469,Libreville,GA,0.3925,9.4537,86.02,70,40,11.5,light rain
470,Coahuayana,MX,18.7333,-103.6833,78.28,74,37,2.35,scattered clouds
471,Eyl,SO,7.9803,49.8164,80.47,72,16,11.23,few clouds
472,Birnin Kebbi,NG,12.4539,4.1975,99.5,19,43,7.38,scattered clouds
473,Soubre,CI,5.7856,-6.6083,82.92,79,86,4.21,light rain
474,Sotnikovo,RU,51.8845,107.4791,30.29,74,11,4.47,few clouds
475,Isangel,VU,-19.55,169.2667,75.99,88,100,6.15,overcast clouds
476,Corpus Christi,US,27.8006,-97.3964,83.16,91,75,4.0,mist
477,Serenje,ZM,-13.2325,30.2352,82.53,32,57,13.2,broken clouds
478,Corinto,GR,37.9407,22.9573,64.89,59,100,6.78,overcast clouds
479,Alto Araguaia,BR,-17.3147,-53.2153,84.33,55,99,11.01,overcast clouds
480,Pacific Grove,US,36.6177,-121.9166,57.61,87,1,1.01,clear sky
481,Kozluk,TR,38.1938,41.4885,64.65,36,8,1.34,clear sky
482,Bradut,RO,46.1333,25.6167,51.26,50,9,2.35,clear sky
483,Pochinok,RU,54.4068,32.4407,45.5,69,93,8.95,overcast clouds
484,Seymour,US,38.9592,-85.8903,48.47,75,41,6.31,scattered clouds
485,Kendari,ID,-3.945,122.4989,79.11,83,35,2.28,scattered clouds
486,Ulagan,RU,50.6321,87.9563,36.32,68,100,3.27,overcast clouds
487,Kindu,CD,-2.95,25.95,81.66,67,89,1.16,overcast clouds
488,Sur,OM,22.5667,59.5289,81.64,67,93,12.46,overcast clouds
489,Bima,ID,-8.4667,118.7167,80.2,84,100,2.77,overcast clouds
490,Walvis Bay,NA,-22.9575,14.5053,65.08,63,10,22.82,clear sky
491,Prieska,ZA,-29.6641,22.7474,87.35,27,100,19.82,overcast clouds
492,Huilong,CN,31.8111,121.655,64.04,61,37,8.93,scattered clouds
493,Kohima,IN,25.6667,94.1167,58.37,97,6,2.68,clear sky
494,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,37,0,31.07,clear sky
495,Severnyy,RU,50.677,36.5532,46.44,53,0,8.95,clear sky
496,Neryungri,RU,56.6709,124.6491,15.3,93,79,4.59,broken clouds
497,Tanete,ID,-3.9443,119.7848,76.59,93,79,0.27,broken clouds
498,Rio Grande,BR,-32.035,-52.0986,91.51,60,0,6.33,clear sky
499,Nalvo,PH,16.8096,120.5108,72.32,89,19,4.21,few clouds
500,Maragogi,BR,-9.0122,-35.2225,83.21,63,24,10.38,few clouds
501,Shangrao,CN,28.4532,117.9686,61.45,93,98,1.36,overcast clouds
502,Port Blair,IN,11.6667,92.75,81.86,83,80,8.14,broken clouds
503,Faya,SA,18.3851,42.4509,66.31,72,56,10.6,broken clouds
504,Nome,US,64.5011,-165.4064,23.07,63,90,3.44,overcast clouds
505,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,88,100,16.17,overcast clouds
506,Kysyl-Syr,RU,63.8986,122.7617,20.97,90,100,8.41,overcast clouds
507,Kaka,TM,37.3482,59.6143,49.84,88,100,6.35,overcast clouds
508,Odweyne,SO,9.4092,45.064,78.64,25,0,18.7,clear sky
509,Flinders,AU,-34.5833,150.8552,62.8,87,88,1.01,overcast clouds
510,Cabedelo,BR,-6.9811,-34.8339,88.47,59,7,16.04,clear sky
511,Pak Phanang,TH,8.3511,100.202,81.7,77,94,8.1,overcast clouds
512,Winnemucca,US,40.973,-117.7357,47.1,76,90,8.05,overcast clouds
513,Olen,BE,51.1333,4.8333,62.92,72,78,13.0,broken clouds
514,Telde,ES,27.9924,-15.4192,76.05,60,20,1.99,few clouds
515,Campo Verde,BR,-20.4167,-54.0667,87.01,52,84,7.43,light rain
516,Yenagoa,NG,4.9247,6.2642,81.75,81,97,4.85,moderate rain
517,Mountain Home,US,43.133,-115.6912,47.14,100,40,8.05,scattered clouds
518,Mount Isa,AU,-20.7333,139.5,82.17,57,26,5.75,light rain
519,Chapais,CA,49.7834,-74.8492,40.78,54,100,6.13,overcast clouds
520,Tromso,NO,69.6496,18.957,35.62,55,75,10.36,light rain
521,Amnat Charoen,TH,15.9167,104.75,70.34,89,100,16.62,overcast clouds
522,Aksay,RU,47.26,39.87,50.25,24,0,7.0,clear sky
523,Alcaniz,ES,41.05,-0.1333,65.75,41,94,4.99,overcast clouds
524,Harare,ZW,-17.8294,31.0539,73.08,49,94,9.37,overcast clouds
525,Jalu,LY,29.0331,21.5482,82.08,31,58,9.01,broken clouds
526,Aleksandrov Gay,RU,50.147,48.5704,41.34,39,63,10.16,broken clouds
527,Clarksburg,US,39.2807,-80.3445,48.79,95,90,3.44,mist
528,Puerto Leguizamo,CO,-0.1934,-74.7819,73.33,93,100,1.07,overcast clouds
529,Somerset West,ZA,-34.084,18.8211,75.85,60,100,7.0,light rain
530,Liverpool,GB,53.4106,-2.9779,63.75,76,75,5.99,broken clouds
531,Okhotsk,RU,59.3833,143.3,20.3,88,67,6.78,broken clouds
532,Teeli,RU,51.0333,90.2333,39.42,47,100,1.28,overcast clouds
533,Waitati,NZ,-45.75,170.5667,55.8,92,96,4.43,overcast clouds
534,Khani,GE,41.9563,42.9566,49.57,61,0,4.29,clear sky
535,Charters Towers,AU,-20.1,146.2667,69.82,89,0,10.18,clear sky
536,Hay River,CA,60.8156,-115.7999,39.18,87,75,3.44,broken clouds
537,Portree,GB,57.4129,-6.1942,57.85,94,100,13.67,overcast clouds
538,Ordu,TR,40.9086,37.6845,46.9,88,0,1.92,clear sky
539,Touros,BR,-5.1989,-35.4608,88.7,53,54,18.28,broken clouds
540,Raudeberg,NO,61.9875,5.1352,52.47,86,48,8.01,scattered clouds
541,Melendugno,IT,40.2747,18.3368,66.85,68,40,13.8,scattered clouds
542,Saint-Pierre,RE,-21.3393,55.4781,76.68,75,90,2.3,overcast clouds
543,Mandal,IN,25.45,74.5667,71.89,40,0,5.84,clear sky
544,Batticaloa,LK,7.7102,81.6924,82.11,73,100,7.49,overcast clouds
545,Suzaka,JP,36.65,138.3167,53.1,94,67,1.16,broken clouds
546,Vesyegonsk,RU,58.664,37.2604,42.8,87,99,11.07,overcast clouds
547,Lamesa,US,32.7376,-101.951,56.46,37,2,26.22,clear sky
548,Razole,IN,16.4833,81.8333,84.49,81,6,4.09,clear sky
549,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,5.75,overcast clouds
550,Sept-Iles,CA,50.2001,-66.3821,44.06,70,20,5.99,few clouds
551,Jabinyanah,TN,35.035,10.9081,75.0,64,88,20.83,overcast clouds
552,Evensk,RU,61.95,159.2333,4.71,80,2,6.55,clear sky
553,Lasa,IT,46.6166,10.7002,58.08,53,4,2.64,clear sky
554,Baryatino,RU,54.3121,34.521,41.68,86,100,10.04,overcast clouds
555,Nampula,MZ,-15.1165,39.2666,87.75,40,75,12.66,broken clouds
556,Marang,MY,5.2056,103.2059,80.51,81,99,1.3,overcast clouds
557,Zvishavane,ZW,-20.3267,30.0665,74.35,55,98,13.31,overcast clouds
558,Honiara,SB,-9.4333,159.95,78.19,91,71,6.24,broken clouds
559,Klaksvik,FO,62.2266,-6.589,49.12,83,53,24.94,broken clouds
560,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,91.98,42,76,8.52,broken clouds
561,Tornio,FI,65.8481,24.1466,30.22,91,100,6.76,overcast clouds
562,Yashkul,RU,46.1711,45.3435,45.21,52,0,7.14,clear sky
563,Kuna,US,43.4918,-116.4201,51.85,88,1,6.91,clear sky
564,Baykit,RU,61.67,96.37,21.51,84,100,16.64,overcast clouds
565,Caucaia,BR,-3.7361,-38.6531,89.08,55,20,21.85,few clouds
566,San Andres,CO,12.5847,-81.7006,86.02,74,20,8.05,few clouds
567,Canutama,BR,-6.5339,-64.3831,90.9,56,74,1.25,broken clouds
568,Morogoro,TZ,-6.8167,37.6667,84.11,40,10,4.29,clear sky
569,Ondo,NG,7.1,4.8333,84.15,66,96,3.09,overcast clouds
570,Dubrovnik,HR,42.6481,18.0922,67.62,52,0,9.22,clear sky
571,Nouadhibou,MR,20.931,-17.0347,68.95,85,84,15.88,broken clouds
572,Verkhnyaya Inta,RU,65.9811,60.3094,19.65,79,100,9.66,overcast clouds
573,Murphy,US,33.0151,-96.6131,64.49,95,90,4.0,overcast clouds
574,Valdivia,CL,-39.8142,-73.2459,51.89,49,1,1.34,clear sky
575,Antibes,FR,43.5624,7.1278,67.78,58,75,3.44,broken clouds
576,Behbahan,IR,30.5959,50.2417,81.72,12,54,6.4,broken clouds
577,Sola,VU,-13.8833,167.55,81.16,78,97,18.01,overcast clouds
578,Senador Guiomard,BR,-10.1522,-67.7392,80.35,47,27,1.43,scattered clouds
579,Phek,IN,25.6667,94.5,52.66,99,2,1.23,clear sky
580,Opuwo,NA,-18.0607,13.84,94.12,12,89,10.36,overcast clouds
581,San Lorenzo,PY,-25.3333,-57.5333,88.74,38,0,8.99,clear sky
582,Bourail,NC,-21.5667,165.4833,72.28,89,71,4.21,broken clouds
583,Chino Valley,US,34.7575,-112.4538,46.81,63,1,0.0,clear sky
584,Lakes Entrance,AU,-37.8811,147.981,55.17,72,99,6.87,overcast clouds
585,Hazro,PK,33.9091,72.4921,70.29,41,0,2.93,clear sky
586,Kuah,MY,6.3265,99.8432,80.58,94,20,1.14,few clouds
587,Tinyahuarco,PE,-10.75,-76.3,44.85,66,100,2.95,overcast clouds
588,Arawa,PG,-6.2132,155.5367,77.27,90,17,3.0,light rain
589,Mount Darwin,ZW,-16.7725,31.5838,85.08,30,57,12.15,broken clouds
590,Sangar,RU,63.9242,127.4739,10.69,98,100,4.16,overcast clouds
591,Kipini,KE,-2.5257,40.5262,84.49,80,12,13.27,few clouds
592,Katangli,RU,51.7102,143.2326,41.47,94,100,6.89,overcast clouds
593,Starogard Gdanski,PL,53.964,18.5264,54.07,100,100,13.82,overcast clouds
594,Itarema,BR,-2.9248,-39.9167,90.88,47,52,17.54,broken clouds
595,Acapulco,MX,16.8634,-99.8901,80.6,79,88,0.89,overcast clouds
596,Mazagao,BR,-0.115,-51.2894,93.25,48,100,6.17,overcast clouds
597,Shizunai,JP,42.3339,142.3669,54.63,84,100,5.95,light rain
598,Port Hedland,AU,-20.3167,118.5667,75.25,64,0,12.66,clear sky
599,Indore,IN,22.7179,75.8333,75.38,53,75,4.61,haze
600,Marquette,US,46.5333,-87.6335,44.35,73,38,4.68,scattered clouds
601,Vaitape,PF,-16.5167,-151.75,78.89,78,76,5.61,light rain
602,College,US,64.8569,-147.8028,27.21,91,90,0.0,mist
603,Gorontalo,ID,0.5412,123.0595,76.53,95,8,2.06,clear sky
604,Plettenberg Bay,ZA,-34.0527,23.3716,67.64,84,100,13.22,light rain
605,Bandhi,PK,26.5861,68.3006,82.27,23,0,3.18,clear sky
606,Whitehorse,CA,60.7161,-135.0538,30.97,92,90,0.0,light snow
607,Kayerkan,RU,69.3497,87.7602,1.0,98,100,9.35,overcast clouds
608,Aklavik,CA,68.2191,-135.0107,27.32,95,100,5.35,overcast clouds
609,Karaton,ID,-6.3424,106.1045,82.96,90,99,2.19,light rain
610,Pandamatenga,BW,-18.5278,25.627,90.81,24,88,11.92,overcast clouds
611,Warrnambool,AU,-38.3833,142.4833,57.81,94,29,4.81,scattered clouds
612,Wiset Chai Chan,TH,14.5989,100.3617,76.15,83,86,4.43,light rain
613,Ilulissat,GL,69.2167,-51.1,17.62,45,20,4.61,few clouds
614,Yar-Sale,RU,66.8333,70.8333,13.32,91,75,7.74,broken clouds
615,La Rochelle,FR,46.1667,-1.15,66.51,52,0,5.75,clear sky
616,Chakwal,PK,32.9334,72.8585,68.13,37,0,5.12,clear sky
617,Katobu,ID,-4.9408,122.5276,77.65,86,61,3.94,broken clouds
618,Orsha,BY,54.5153,30.4053,48.42,80,45,8.72,scattered clouds
619,Mana,GF,5.6592,-53.7767,85.68,66,11,9.89,few clouds
620,Kathu,TH,7.9178,98.3332,86.7,88,95,4.54,overcast clouds
621,Baracoa,CU,20.3467,-74.4958,85.06,67,4,1.83,clear sky
622,Shahr-E Kord,IR,32.3256,50.8644,56.97,14,20,6.91,few clouds
623,Rettikhovka,RU,44.1683,132.7669,41.77,87,93,4.56,moderate rain
624,Nuuk,GL,64.1835,-51.7216,29.01,74,75,11.5,broken clouds
625,Port Lincoln,AU,-34.7333,135.8667,55.89,83,44,11.32,scattered clouds
626,Chumikan,RU,54.7183,135.315,33.24,85,14,7.0,few clouds
627,Ilebo,CD,-4.3167,20.5833,87.12,53,99,1.86,overcast clouds
628,Goryachiy Klyuch,RU,44.6308,39.13,48.58,70,0,0.78,clear sky
629,Madingou,CG,-4.1536,13.55,79.93,81,100,5.06,heavy intensity rain
630,Abilene,US,32.4487,-99.7331,62.08,42,1,3.0,clear sky
631,Jiehu,CN,35.5428,118.455,55.94,61,100,3.04,light rain
632,Floro,NO,61.5996,5.0328,53.56,87,75,20.71,broken clouds
633,Bayburt,TR,40.2589,40.2278,43.41,36,0,1.5,clear sky
634,Westport,US,41.1415,-73.3579,59.25,81,90,1.99,overcast clouds
635,Elizabeth City,US,36.2946,-76.2511,61.02,73,75,1.01,broken clouds
636,Elista,RU,46.3078,44.2558,36.12,69,0,8.95,clear sky
637,Essex,US,40.7834,-74.2163,62.8,69,90,5.01,overcast clouds
638,Saint-Leu,RE,-21.15,55.2833,76.06,92,63,2.68,broken clouds
639,Arona,ES,28.0996,-16.681,69.31,55,20,23.02,few clouds
640,Inirida,CO,3.8653,-67.9239,80.8,81,96,3.51,light rain
641,Beloha,MG,-25.1667,45.05,71.1,79,77,14.92,broken clouds
642,Salur,IN,18.5333,83.2167,76.24,76,16,2.19,few clouds
643,Mtwara,TZ,-10.2667,40.1833,79.79,76,75,12.44,broken clouds
644,Rawson,AR,-43.3002,-65.1023,76.17,30,36,10.22,scattered clouds
645,Sainte-Martine,CA,45.2501,-73.7992,50.31,76,100,10.36,overcast clouds
646,Ponnani,IN,10.767,75.9252,79.92,85,100,1.05,moderate rain
647,Tiarei,PF,-17.5333,-149.3333,77.02,75,34,7.23,scattered clouds
648,Larsnes,NO,62.2028,5.5773,53.42,84,39,17.16,scattered clouds
649,Mokhotlong,LS,-29.2894,29.0675,62.24,54,96,2.84,light rain
650,Yining,CN,29.0361,114.5636,62.82,75,93,1.1,overcast clouds
651,Newport,GB,51.5877,-2.9984,63.45,83,100,20.04,overcast clouds
652,Grand Gaube,MU,-20.0064,57.6608,75.6,63,0,5.01,clear sky
653,Rincon,US,32.296,-81.2354,60.98,64,75,6.91,broken clouds
654,Talcahuano,CL,-36.7167,-73.1167,58.68,72,0,6.91,clear sky
655,Erenhot,CN,43.6475,111.9767,45.25,29,0,7.7,clear sky
656,Cusset,FR,46.13,3.4596,63.63,59,1,2.17,clear sky
657,Pimenta Bueno,BR,-11.6725,-61.1936,77.85,78,100,3.62,overcast clouds
658,Kayes,ML,14.0,-11.0,93.92,41,15,5.95,few clouds
659,Mnogovershinnyy,RU,53.9353,139.9242,34.56,98,100,5.08,overcast clouds
660,Shirokiy,RU,49.758,129.523,34.48,90,4,9.44,clear sky
661,North Branch,US,45.5113,-92.9802,49.39,86,100,15.66,overcast clouds
662,Poum,NC,-20.2333,164.0167,74.97,82,19,10.69,few clouds
663,Manadhoo,MV,5.7667,73.3833,81.88,75,100,10.49,overcast clouds
664,Luwingu,ZM,-10.2621,29.9271,82.02,31,78,8.23,broken clouds
665,Biak,ID,-0.9131,122.8766,77.99,85,29,2.08,scattered clouds
666,Coos Bay,US,43.3665,-124.2179,53.92,100,47,3.4,scattered clouds
667,Remanso,BR,-9.6179,-42.0831,87.62,40,7,13.49,clear sky
668,Sorrento,IT,40.626,14.3744,71.22,50,0,1.01,clear sky
669,Tual,ID,-5.6667,132.75,83.21,78,39,10.92,scattered clouds
670,Pangkalanbuun,ID,-2.6833,111.6167,76.39,96,82,0.63,broken clouds
671,Pishva,IR,35.308,51.7267,63.61,30,28,5.57,scattered clouds
672,Denpasar,ID,-8.65,115.2167,80.26,88,20,3.44,few clouds
673,Kathmandu,NP,27.7167,85.3167,64.62,82,40,4.61,scattered clouds
674,Ambatofinandrahana,MG,-20.55,46.8,78.37,32,84,5.77,broken clouds
675,Ludvika,SE,60.1496,15.1878,54.03,88,70,6.53,broken clouds
676,Ambanja,MG,-13.6833,48.45,84.13,81,12,5.1,light rain
677,Goderich,CA,43.7501,-81.7165,50.92,87,97,5.75,overcast clouds
678,Taupo,NZ,-38.6833,176.0833,56.25,96,100,2.51,moderate rain
679,Rajaldesar,IN,28.0333,74.4667,77.7,31,0,5.97,clear sky
680,Kalcheva,UA,45.7374,28.8141,53.04,48,0,7.38,clear sky
681,Maraa,BR,-1.8333,-65.3667,81.0,84,96,1.72,overcast clouds
682,Ust-Nera,RU,64.5667,143.2,11.44,97,100,3.53,light snow
683,Garowe,SO,8.4054,48.4845,88.77,27,2,6.78,clear sky
684,Nara,JP,34.6851,135.8049,61.88,76,1,1.7,clear sky
685,Castelo Branco,PT,39.8222,-7.4909,71.8,49,3,1.48,clear sky
686,Funadhoo,MV,6.15,73.2667,81.84,74,100,9.4,overcast clouds
687,Sulina,RO,45.1559,29.6536,54.07,61,0,3.44,clear sky
688,Vilyuysk,RU,63.7553,121.6247,23.36,86,100,10.92,overcast clouds
689,Hualmay,PE,-11.0964,-77.6139,69.06,69,23,8.48,few clouds
690,Vidin,BG,43.99,22.8725,50.59,56,10,3.2,clear sky
691,Harper,LR,4.375,-7.7169,80.71,78,69,5.99,broken clouds
692,Krasnogorsk,RU,55.8225,37.3181,43.18,75,75,15.66,broken clouds
693,Predivinsk,RU,57.0669,93.4378,29.25,53,66,9.1,broken clouds
694,Cristalina,BR,-16.7686,-47.6136,80.51,45,48,9.69,scattered clouds
695,Trofors,NO,65.5333,13.4063,49.35,99,100,7.18,overcast clouds
696,Nauta,PE,-4.5061,-73.5757,74.39,88,100,1.23,overcast clouds
697,Kashi,CN,39.4547,75.9797,54.61,30,20,4.47,few clouds
698,Nyrob,RU,60.733,56.7202,32.43,98,100,7.18,light snow
699,Pankrushikha,RU,53.8319,80.3406,29.1,51,38,6.06,scattered clouds
